cas_id;generator;perfil_nom;mecr;dua;paraules;text_adaptat
ESO1_NARR__P3;gpt;TDAH combinat A2 DUA Core;A2;Core;471;"## Text adaptat
La **Revolució Francesa** és un període de la història de França. Comença amb la formació dels **Estats Generals** el 5 de maig de 1789. Acaba amb el cop d'estat del 18 de brumari de 1799. Aquest procés provoca la caiguda de l'**Antic Règim** i la presa del poder polític per part de la **burgesia** (classe social que té diners i negocis).

La societat de l'**Antic Règim** no s'adapta a la nova realitat econòmica i social. Exclou del poder polític el sector més actiu de la societat: la **burgesia**. Aquesta classe esdevé revolucionària. Les **classes populars** (la gent treballadora) són víctimes de la crisi econòmica. Aquestes classes proporcionen les forces per a la revolució. La filosofia de la **Il·lustració** (moviment que promou la raó i els drets humans) proclama la dignitat de l'home. També defensa els ideals de progrés i felicitat. Això ajuda a crear les idees per al canvi.

L'etapa preliminar és la revolta dels privilegiats entre 1787 i 1789. Aquesta revolta passa quan els ministres de la monarquia intenten resoldre la crisi econòmica. Volen suprimir els privilegis fiscals (exempcions d'impostos). L'**Assemblea de Notables** i els **Parlaments** es neguen a acceptar les reformes. Imposen la convocatòria d'**Estats Generals**, que es reuneixen a **Versalles** el 5 de maig de 1789. Els diputats de la **burgesia**, que formen el **Tercer Estat**, exigeixen deliberar junts amb els altres Estats. Es constitueixen en **Assemblea Nacional** i fan el jurament del **Jeu de Paume**.

Així comença la primera etapa de la revolució. Davant el perill d'una contrarevolució, el poble de **París** es mobilitza. El 14 de juliol de 1789, té lloc la presa de la **Bastilla** (fortalesa que representa el poder del rei). L'**Assemblea** abolí el règim feudal i aprova la **Declaració dels Drets de l'Home i del Ciutadà**.

## Argumentació pedagògica
1. He simplificat les frases per facilitar la comprensió, mantenint una idea per frase.
2. He definit termes tècnics c"
ESO1_NARR__P4;gpt;TEA nivell 2 B1 DUA Core;B1;Core;541;"## Text adaptat
La **Revolució Francesa** és un període important de la història de França. Comença amb la formació dels **Estats Generals** (assemblea que representa els diferents estaments de la societat) el 5 de maig de 1789 i acaba amb un cop d'estat el 18 de novembre de 1799. Aquest procés provoca la caiguda de l'**Antic Règim** (sistema polític i social anterior) i la presa del poder polític per part de la **burguesia** (classe mitjana amb poder econòmic).

La societat de l'Antic Règim no s'adapta a la nova realitat econòmica i social. Exclou del poder polític el sector més actiu de la societat: la burgesia, que es converteix en classe revolucionària. Les classes populars, que pateixen la crisi econòmica, esdevenen les forces revolucionàries. La filosofia de la **Il·lustració** (moviment cultural que promou la raó i els drets humans) proclama la dignitat de l'home i els ideals de progrés i felicitat. Això estableix les bases ideològiques del canvi.

L'etapa preliminar és la revolta dels privilegiats, que passa entre 1787 i 1789. Aquesta revolta ocorre quan els ministres de la monarquia intenten resoldre la crisi econòmica eliminant els privilegis fiscals. L'**Assemblea de Notables** (grup de nobles i clergues) i els **Parlaments** (tribunals que representen l'aristocràcia) es neguen a acceptar les reformes i imposen la convocatòria d'Estats Generals. Aquests es reuneixen a **Versalles** el 5 de maig de 1789. Els diputats de la burgesia, que formen el **Tercer Estat** (representants del poble), exigeixen deliberar en comú amb els altres estaments. Es constitueixen en **Assemblea Nacional** i fan el jurament del **Jeu de Paume** (promesa de no separar-se fins a tenir una nova constitució).

Així comença la primera etapa de la revolució. Davant el perill d'una contrarevolució, el poble de París es mobilitza. El 14 de juliol de 1789, es produeix la presa de la **Bastilla** (fortalesa que simbolitza el poder absolut del rei), que representa un acte de revolta. L'As"
ESO1_NARR__P6;gpt;DI lleugera pre-A1 DUA Accés;pre-A1;Acces;453;"## Paraules clau
- **Revolució Francesa** 🇫🇷: canvi important a França entre 1789 i 1799.
- **Antic Règim**: sistema antic de govern a França.
- **Burguesia**: classe mitjana rica que volia poder.
- **Classes populars**: persones pobres que volien millorar la seva vida.
- **Il·lustració**: moviment que defensava la dignitat de les persones.

## Text adaptat
La **Revolució Francesa** va ser un canvi important a França. 🇫🇷 
Va passar entre el 5 de maig de 1789 i el 18 de novembre de 1799. 
El 5 de maig de 1789, es van reunir els **Estats Generals**. 
Aquesta reunió va fer caure l'**Antic Règim**. 
La **burguesia** volia més poder. 
Les **classes populars** volien millorar la seva vida. 

L'**Antic Règim** no funcionava bé. 
No deixava a la **burguesia** tenir poder. 
La **burguesia** volia canviar les coses. 
La crisi econòmica va afectar les **classes populars**. 
Això va fer que lluitessin per canviar la situació.

Entre 1787 i 1789, va passar una revolta. 
Els ministres volien resoldre la crisi. 
Volien treure els privilegis fiscals. 
L'Assemblea de Notables i els Parlaments no volien canviar res. 
Van demanar reunir els **Estats Generals**. 
Aquests es van reunir a Versalles el 5 de maig de 1789. 

Els diputats de la **burguesia** volien parlar amb els altres Estats. 
Es van fer l'**Assemblea Nacional**. 
Van fer un jurament anomenat **jurament del Jeu de Paume**. 

Així va començar la primera etapa de la revolució. 
El poble de París va tenir por d'una contrarevolució. 
El 14 de juliol de 1789, van prendre la **Bastilla**. 
La **Bastilla** era un símbol del poder del rei. 
L'**Assemblea** va acabar amb el règim feudal. 
També va aprovar la **Declaració dels Drets de l'Home i del Ciutadà**.

## Argumentació pedagògica
1. He simplificat el text original per fer-lo més accessible, utilitzant frases curtes i clares.
2. He definit termes tècnics com **Revolució Francesa**, **Antic Règim** i **burguesia** per facilitar la comprensió.
3. He mantingut una estructura lògi"
ESO1_NARR__P7;gpt;Altes capacitats B2 DUA Enriquiment;B2;Enriquiment;543;"## Text adaptat
La **Revolució Francesa** és un període important de la història de França. Comença amb la formació dels **Estats Generals** el 5 de maig de 1789. Acaba amb el cop d'estat del 18 de brumari de 1799. Aquest procés provoca la caiguda de l'**Antic Règim** i la presa del poder polític per part de la **burgesia**.

La societat de l'Antic Règim no s'adapta a la nova realitat econòmica i social. Exclou del poder polític el sector més dinàmic de la societat: la burgesia. Aquesta burgesia es converteix en classe revolucionària. Les **classes populars**, que pateixen la crisi econòmica, proporcionen les forces de xoc revolucionàries. La **filosofia de la Il·lustració** proclama la dignitat de l'home i els ideals de progrés i felicitat. Això estableix les bases ideològiques del canvi.

L'etapa preliminar és la revolta dels privilegiats, que té lloc entre 1787 i 1789. Aquesta revolta comença quan els ministres de la monarquia intenten resoldre la crisi econòmica suprimint els privilegis fiscals. L'**Assemblea de Notables** i els **Parlaments** es neguen a acceptar les reformes. Això provoca la convocatòria d'Estats Generals, que es reuneixen a **Versalles** el 5 de maig de 1789. Els diputats de la burgesia, que pertanyen al **Tercer Estat**, exigeixen deliberar en comú amb els altres Estats. Així, es constitueixen en **Assemblea Nacional** i pronuncien el **jurament del Jeu de Paume**.

Així comença la primera etapa de la revolució. Davant el perill d'una contrarevolució, el poble de **París** es mobilitza. El 14 de juliol de 1789 es produeix la presa de la **Bastilla**, que és un símbol de l'absolutisme monàrquic. L'Assemblea abolí el règim feudal i aprova la **Declaració dels Drets de l'Home i del Ciutadà**.

## Argumentació pedagògica
1. **Claredat i estructura**: El text adaptat presenta una estructura clara amb paràgrafs curts. Cada paràgraf aborda un tema específic, facilitant la comprensió.
2. **Terminologia tècnica**: S'han destacat els termes tècnics en"
ESO2_ARGU__P1;gpt;Nouvingut àrab pre-A1 DUA Accés;pre-A1;Acces;529;"## Text adaptat

### Paraules clau
- **Drets Humans**: drets que tenen totes les persones.
- **Universalitat**: que és per a tothom.
- **Dignitat**: respecte que mereix cada persona.
- **Relativisme cultural**: idea que cada cultura és diferent.
- **Codi universal**: normes que serveixen per a tothom.

### Text adaptat
La **Declaració Universal dels Drets Humans** es va fer a París el 10 de desembre de 1948. 🗓️ 
Aquesta declaració parla dels drets de totes les persones. 🧑‍🤝‍🧑 
Reconeguts són el dret a la vida, a la llibertat, a la seguretat, a fer amics i a lluitar contra l'opressió. 

Moltes cultures han parlat de la **dignitat** de les persones. 🌍 
Per exemple, la **Carta de Comandament** de 1222 de l'Imperi de Mali parla de respecte. 📜 
A més, hi ha tres grups de **drets humans**: 
1. Drets civils i polítics: drets de llibertat. 
2. Drets socials, econòmics i culturals: drets d'igualtat. 
3. Drets col·lectius: drets de solidaritat.

El **relativisme cultural** diu que no es pot fer un codi que serveixi per a totes les cultures. 
Aquesta idea diu que la Declaració de 1948 ve d'un model occidental. 
L'**Organització per a la Unitat Africana** va fer la seva pròpia Carta el 27 de juny de 1981. 

En conclusió, el debat entre **universalitat** i **relativisme** no treu importància als drets humans. 
La **dignitat** humana és un valor que cada societat ha de respectar. 

## Glossari
| Terme | Traducció (àrab) | Explicació simple |
| **Drets Humans** | حقوق الإنسان | Drets que tenen totes les persones. |
| **Universalitat** | عالمية | Que és per a tothom. |
| **Dignitat** | كرامة | Respecte que mereix cada persona. |
| **Relativisme cultural** | النسبيّة الثقافيّة | Idea que cada cultura és diferent. |
| **Codi universal** | قانون عالمي | Normes que serveixen per a tothom. |
| **Libertat** | حرية | Poder fer el que un vol. |
| **Seguretat** | أمان | Estar protegit i segur. |
| **Solidaritat** | تضامن | Ajudar-se entre persones. |
| **Igualtat** | مساواة | Totes les pers"
ESO2_ARGU__P3;gpt;TDAH combinat A2 DUA Core;A2;Core;562;"## Text adaptat
### Paraules clau
- **Declaració Universal dels Drets Humans**: document que reconeix drets fonamentals de les persones.
- **Dignitat**: valor i respecte que mereix cada persona.
- **Relativisme cultural**: idea que cada cultura té els seus propis valors i normes.

### Text adaptat
Des de la **Declaració Universal dels Drets Humans** (document que reconeix drets fonamentals de les persones) proclamada per l'Assemblea General de l'Organització de les Nacions Unides (ONU) a París el 1948, hi ha el problema de com garantir el reconeixement i l'aplicació d'aquests drets a tot el món. El document té un preàmbul i trenta articles. Reconegut el dret a la vida, a la llibertat, a la seguretat, a la lliure associació i a la resistència contra l'opressió, aquests són drets fonamentals i irrenunciables de tota persona.

Per defensar la universalitat dels drets humans, cal dir que moltes cultures han tingut al llarg de la història idees sobre la **dignitat** (valor i respecte que mereix cada persona). Des de la Carta de Comandament de 1222, que és la declaració fundacional de l'Imperi de Mali, fins a les tradicions filosòfiques d'Orient i d'Occident, la idea que cada persona mereix respecte per ser humana va més enllà de les fronteres culturals. A més, els drets humans es classifiquen en tres grups: drets civils i polítics, que estan relacionats amb la llibertat; drets socials, econòmics i culturals, que estan relacionats amb la igualtat; i drets col·lectius, que estan relacionats amb la solidaritat.

Tanmateix, el **relativisme cultural** (idea que cada cultura té els seus propis valors i normes) presenta una objecció important. Aquesta idea diu que no es pot establir un codi universal que sigui vàlid per a totes les cultures del món. Aquesta opinió assenyala que la Declaració del 1948 es basa en un model occidental concret. L'Organització per a la Unitat Africana va proposar la seva pròpia Carta el 27 de juny de 1981.

En conclusió, el debat entre universalisme"
ESO2_ARGU__P4;gpt;TEA nivell 2 B1 DUA Core;B1;Core;507;"## Text adaptat
La **Declaració Universal dels Drets Humans** (document que reconeix els drets fonamentals de les persones) es va proclamar per l'Assemblea General de l'Organització de les Nacions Unides (ONU) a París el 10 de desembre de 1948. Aquesta declaració presenta un preàmbul i trenta articles. Reconeguts en aquest document, els drets inclouen el dret a la vida, a la llibertat, a la seguretat, a la lliure associació i a la resistència contra l'opressió. Tots aquests drets són fonamentals i irrenunciables per a cada persona.

Per defensar la universalitat dels drets humans, podem dir que moltes cultures han tingut, al llarg de la història, diferents idees sobre la dignitat de la persona. Per exemple, la **Carta de Comandament** de 1222, que és la declaració fundacional de l'Imperi de Mali, i les tradicions filosòfiques tant d'Orient com d'Occident. Aquestes idees mostren que l'ésser humà mereix respecte només pel fet de ser-ho, independentment de la cultura. A més, els drets humans es classifiquen en tres grups: els drets civils i polítics, que estan relacionats amb la llibertat; els drets socials, econòmics i culturals, que estan relacionats amb la igualtat; i els drets col·lectius, que estan relacionats amb la solidaritat.

Tanmateix, el **relativisme cultural** (idea que les cultures són diferents i no es poden comparar) presenta un problema important. Aquesta idea afirma que no es pot establir un codi universal que sigui vàlid per a totes les cultures del món. Segons aquesta perspectiva, la Declaració de 1948 es basa en un model occidental específic. L'Organització per a la Unitat Africana va proposar la seva pròpia **Carta** el 27 de juny de 1981.

En conclusió, el debat entre universalisme i relativisme no invalida els drets humans. Al contrari, el debat els enriqueix. La dignitat humana no és una imposició cultural, sinó un horitzó ètic compartit. Cada societat ha de traduir aquesta dignitat al seu context.

## Argumentació pedagògica
1. He mantingut e"
ESO2_ARGU__P6;gpt;DI lleugera pre-A1 DUA Accés;pre-A1;Acces;462;"## Text adaptat
### Paraules clau
- **Drets Humans** 📜: drets que tenen totes les persones.
- **Universalitat** 🌍: que és per a tothom.
- **Dignitat** 🤝: respecte que mereix cada persona.
- **Relativisme cultural** 🌐: idea que cada cultura és diferent.

### Text adaptat
Els **Drets Humans** són drets que tenen totes les persones. 📜  
La **Declaració Universal dels Drets Humans** va ser feta per l'Assemblea General de l'Organització de les Nacions Unides (ONU) a París el 1948. 🌍  
El document té un preàmbul i trenta articles. 📜  
Aquests articles diuen que tothom té dret a la vida, a la llibertat, a la seguretat, a fer amics i a defensar-se de l'opressió. 🤝  

La **universalitat** vol dir que aquests drets són per a tothom. 🌍  
Moltes cultures han parlat de la **dignitat** de la persona. 🤝  
Per exemple, la Carta de Comandament de 1222 de l'Imperi de Mali parla d'això. 📜  
A més, les cultures d'Orient i d'Occident també ho diuen. 🌐  

Els **drets humans** es poden dividir en tres grups:  
1. **Drets civils i polítics**: drets sobre la llibertat.  
2. **Drets socials, econòmics i culturals**: drets sobre la igualtat.  
3. **Drets col·lectius**: drets sobre la solidaritat.  

El **relativisme cultural** diu que no es poden fer regles que serveixin per a totes les cultures. 🌐  
Aquesta idea diu que la Declaració del 1948 ve d'un model occidental. 🌍  
L'Organització per a la Unitat Africana va fer la seva pròpia Carta el 27 de juny de 1981. 📜  

En conclusió, el debat entre **universalitat** i **relativisme** no treu importància als drets humans. 🌍  
La **dignitat** humana és un valor que totes les societats han de respectar. 🤝  

## Argumentació pedagògica
1. He simplificat el vocabulari per fer-lo més accessible, substituint termes tècnics per equivalents més comuns.
2. He dividit el text en paràgrafs curts, amb una idea principal per cada paràgraf, per facilitar la comprensió.
3. He inclòs exemples concrets i visuals per reforçar els conceptes clau, com la **Carta de "
ESO2_ARGU__P7;gpt;Altes capacitats B2 DUA Enriquiment;B2;Enriquiment;550;"## Text adaptat
La **Declaració Universal dels Drets Humans** és un document important. Va ser proclamada per l'Assemblea General de l'Organització de les Nacions Unides (ONU) a París el 10 de desembre de 1948. Aquest document té un preàmbul i trenta articles. Reconegut en ell, el dret a la vida, a la llibertat, a la seguretat, a la lliure associació i a la resistència contra l'opressió són drets fonamentals. Tots aquests drets són irrenunciables per a cada persona.

Per defensar la universalitat dels drets humans, és important destacar que moltes cultures han tingut idees sobre la dignitat humana al llarg de la història. Per exemple, la **Carta de Comandament** de 1222, que és la declaració fundacional de l'Imperi de Mali, i les tradicions filosòfiques d'Orient i d'Occident. Aquestes idees mostren que l'ésser humà mereix respecte només per ser-ho. A més, els drets humans es classifiquen en tres generacions: primer, els drets civils i polítics, que estan relacionats amb la llibertat; segon, els drets socials, econòmics i culturals, que estan relacionats amb la igualtat; i tercer, els drets col·lectius, que estan relacionats amb la solidaritat.

No obstant això, el **relativisme cultural** presenta una objecció important. Aquesta posició sosté que no es pot establir un codi universal que sigui vàlid per a totes les cultures del món. Així, es considera que la Declaració de 1948 es basa en un model occidental concret. Per això, l'**Organització per a la Unitat Africana** va proposar la seva pròpia Carta el 27 de juny de 1981.

Per acabar, el debat entre universalisme i relativisme no invalida els drets humans. Al contrari, els enriqueix. La dignitat humana no és una imposició cultural. És un horitzó ètic compartit que cada societat ha de traduir al seu context.

## Argumentació pedagògica
1. **Claredat i estructura**: El text adaptat presenta una estructura clara amb paràgrafs curts, facilitant la comprensió de les idees principals.
2. **Definicions tècniques**: S'han "
PRI_EXPL__P1;gpt;Nouvingut àrab pre-A1 DUA Accés;pre-A1;Acces;655;"## Text adaptat

### Paraules clau
- **Plantes** 🌿: éssers vius que creixen a la terra.
- **Fotosíntesi** 🌱: les plantes fan menjar amb llum ☀️.
- **Llum solar** ☀️: llum del sol.
- **Aigua** 💧: líquid que beuen les plantes.
- **Diòxid de carboni** 🌬️: gas de l'aire que les plantes necessiten.
- **Sals minerals** 🧂: nutrients de la terra.
- **Arrels** 🌳: parts de la planta que estan a la terra.
- **Tija** 🌾: part de la planta que connecta les arrels amb les fulles.
- **Fulles** 🍃: parts verdes de la planta.
- **Clorofil·la** 🍏: pigment verd que ajuda a fer menjar.
- **Saba bruta** 💧: aigua i sals minerals de la planta.
- **Saba elaborada** 🍽️: menjar que fa la planta.

### Text adaptat
Les plantes fan el seu menjar. 🌿  
Les plantes no mengen d'altres éssers vius.  
Les plantes fan menjar a través de la **fotosíntesi**. 🌱  
Per fer la **fotosíntesi**, les plantes necessiten quatre coses:  
1. **llum solar** ☀️  
2. **aigua** 💧  
3. **diòxid de carboni** 🌬️  
4. **sals minerals** 🧂  

Primer, les arrels 🌳 de la planta agafen **aigua** 💧 i **sals minerals** 🧂 de la terra.  
Aquesta barreja es diu **saba bruta** 💧.  
La **saba bruta** 💧 va de les arrels 🌳 a les fulles 🍃 per la tija 🌾.  
A les fulles 🍃, la planta agafa **diòxid de carboni** 🌬️ de l'aire.  

A les fulles 🍃 hi ha un pigment verd que es diu **clorofil·la** 🍏.  
La **clorofil·la** 🍏 agafa l'energia del sol ☀️.  
Aquesta energia ajuda a fer menjar.  
L'**aigua** 💧 de la **saba bruta** 💧 i el **diòxid de carboni** 🌬️ es converteixen en **saba elaborada** 🍽️.  
Durant aquest procés, la planta fa oxigen i el deixa anar a l'aire.  

Finalment, la **saba elaborada** 🍽️ va a tota la planta per alimentar-la.  
L'oxigen que les plantes fan és molt important.  
Tots els éssers vius necessiten oxigen per respirar.  

## Glossari
| Terme | Traducció (àrab) | Explicació simple |
| **Plantes** | نباتات | Éssers vius que creixen a la terra. |
| **Fotosíntesi** | التمثيل الضوئي | Les plantes fan menjar amb llum. |
| **Llum "
PRI_EXPL__P3;gpt;TDAH combinat A2 DUA Core;A2;Core;417;"## Text adaptat
Les plantes fabriquen el seu propi aliment. Aquest procés es diu **fotosíntesi** (procés que fan les plantes per fabricar aliment amb llum). Les plantes necessiten quatre elements per fer la fotosíntesi: llum solar, aigua, diòxid de carboni i sals minerals.

El procés funciona així:

1. Les arrels de la planta absorbeixen aigua i sals minerals de la terra.
2. Aquesta barreja es diu **saba bruta** (barreja d'aigua i sals minerals).
3. La saba bruta es transporta des de les arrels fins a les fulles a través de la tija.
4. A les fulles, la planta absorbeix el diòxid de carboni de l'aire.

A les fulles hi ha un pigment verd anomenat **clorofil·la** (substància que atrapa la llum del sol). La clorofil·la atrapa l'energia del sol i la transforma en **energia química** (energia guardada dins la planta). Gràcies a aquesta energia, l'aigua de la saba bruta i el diòxid de carboni es converteixen en aliment per a la planta. Aquest aliment es diu **saba elaborada** (aliment que la planta fabrica). 

Durant la fotosíntesi, la planta produeix oxigen i l'expulsa a l'aire a través de les fulles. 

Finalment, la saba elaborada es distribueix per tota la planta per alimentar-la. L'oxigen que les plantes alliberen és molt important per a la vida de tots els éssers vius del planeta. Nosaltres necessitem aquest oxigen per respirar.

## Argumentació pedagògica
1. He mantingut la definició de **fotosíntesi** per assegurar la comprensió del concepte clau. 
2. He dividit el text en passos numerats per facilitar la comprensió del procés. Cada pas explica una idea clara i concisa.
3. He introduït definicions breus per termes tècnics com **saba bruta**, **clorofil·la** i **energia química**. Això ajuda a l'alumne a entendre millor els conceptes.
4. He utilitzat frases curtes i un vocabulari freqüent per adaptar el text al nivell A2, facilitant la lectura i la comprensió.
5. He eliminat expressions complexes i he mantingut una estructura clara, amb una idea per frase, per ajudar"
PRI_EXPL__P4;gpt;TEA nivell 2 B1 DUA Core;B1;Core;431;"## Text adaptat
Les plantes no mengen d'altres éssers vius. Elles fabriquen el seu propi aliment a través d'un procés anomenat **fotosíntesi** (procés que utilitzen les plantes per produir aliment). Per fer fotosíntesi, les plantes necessiten quatre elements: **llum solar**, **aigua**, **diòxid de carboni** (gas que les plantes absorbeixen de l'aire) i **sals minerals**.

El procés funciona així. Primer, les arrels de la planta absorbeixen aigua i sals minerals de la terra. Aquesta barreja es diu **saba bruta**. La saba bruta es transporta des de les arrels fins a les fulles a través de la **tija** (estructura que connecta les arrels amb les fulles). Un cop a les fulles, la planta absorbeix el diòxid de carboni de l'aire.

A les fulles hi ha un pigment de color verd anomenat **clorofil·la**. La clorofil·la atrapa l'energia del sol i la transforma en **energia química** (energia que les plantes utilitzen per fer el seu aliment). Gràcies a aquesta energia, l'aigua de la saba bruta i el diòxid de carboni es converteixen en aliment per a la planta. Aquest aliment es diu **saba elaborada**. Durant aquest procés, la planta produeix **oxigen** (gas que necessitem per respirar) i l'expulsa a l'aire a través de les fulles.

Finalment, la saba elaborada es distribueix per tota la planta per alimentar-la. L'oxigen que les plantes alliberen durant la fotosíntesi és fonamental per a la vida de tots els éssers vius del planeta. Nosaltres necessitem aquest oxigen per respirar.

## Argumentació pedagògica
1. He mantingut la definició de **fotosíntesi** per assegurar que l'alumne entengui el concepte clau del text.
2. He explicat cada terme tècnic la primera vegada que apareix, com **saba bruta**, **tija**, **clorofil·la**, **energia química** i **saba elaborada**, per facilitar la comprensió.
3. He dividit les idees en frases curtes i clares, per facilitar la lectura i la comprensió de l'alumne.
4. He utilitzat un vocabulari freqüent i he evitat termes poc habituals per fer el text"
PRI_EXPL__P6;gpt;DI lleugera pre-A1 DUA Accés;pre-A1;Acces;406;"## Paraules clau
- **Plantes** 🌿: éssers vius que fan menjar.
- **Fotosíntesi** 🌱: procés per fer menjar amb llum.
- **Saba bruta** 💧: aigua i sals minerals de la terra.
- **Saba elaborada** 🍽️: aliment que fan les plantes.
- **Clorofil·la** 🍃: pigment verd que atrapa la llum.

## Text adaptat
Les plantes fan el seu propi menjar. 🌿  
Això es diu **fotosíntesi**. 🌱  
Les plantes no mengen altres éssers vius.  

Les plantes necessiten quatre coses.  
Les plantes necessiten:  
1. llum solar ☀️  
2. aigua 💧  
3. diòxid de carboni 🌬️  
4. sals minerals 🧂  

Les arrels de la planta agafen aigua i sals minerals de la terra.  
Aquesta barreja es diu **saba bruta**. 💧  
La saba bruta va de les arrels a les fulles per la tija.  

A les fulles, la planta agafa diòxid de carboni de l'aire.  
A les fulles hi ha un pigment verd.  
Això es diu **clorofil·la**. 🍃  
La clorofil·la agafa l'energia del sol. ☀️  
Això ajuda a fer menjar.  

L'aigua de la saba bruta i el diòxid de carboni es converteixen en **saba elaborada**. 🍽️  
La planta fa oxigen i l'expulsa a l'aire. 🌬️  

La saba elaborada va per tota la planta per alimentar-la.  
L'oxigen que les plantes fan és important.  
Nosaltres necessitem oxigen per respirar. 🌍  

## Argumentació pedagògica
1. He simplificat el text original per fer-lo més accessible. Cada frase conté una idea clara i directa.
2. He introduït definicions de termes tècnics en **negreta** i he afegit exemples visuals per facilitar la comprensió.
3. He estructurat el contingut en llistes per facilitar la lectura i la comprensió de les idees principals.
4. He repetit conceptes clau com **saba bruta** i **saba elaborada** per reforçar l'aprenentatge.
5. He utilitzat un vocabulari molt bàsic i he mantingut una estructura predictible per ajudar a l'alumne a seguir el fil del text.

## Notes d'auditoria
| Aspecte | Original | Adaptat | Motiu |
|---------|----------|---------|-------|
| Complexitat del text | Frases llargues i tècniques | Frases curtes i simples | "
PRI_EXPL__P7;gpt;Altes capacitats B2 DUA Enriquiment;B2;Enriquiment;445;"## Text adaptat
Les **plantes** no s'alimenten d'altres éssers vius. Les plantes fabriquen el seu propi aliment mitjançant un procés anomenat **fotosíntesi**. Aquest procés requereix quatre elements: **llum solar**, **aigua**, **diòxid de carboni** i **sals minerals**.

El procés de la fotosíntesi funciona de la següent manera. Primer, les arrels de la planta absorbeixen aigua i sals minerals del sòl. Aquesta barreja es coneix com a **saba bruta**. La saba bruta es transporta des de les arrels fins a les fulles a través de la **tija**. Un cop a les fulles, la planta absorbeix el diòxid de carboni de l'aire.

A les fulles hi ha un pigment verd anomenat **clorofil·la**. La clorofil·la captura l'energia del sol i la transforma en **energia química**. Gràcies a aquesta energia, l'aigua de la saba bruta i el diòxid de carboni es converteixen en aliment per a la planta, que es coneix com a **saba elaborada**. Durant aquest procés, la planta produeix **oxigen** i l'expulsa a l'aire a través de les fulles.

Finalment, la saba elaborada es distribueix per tota la planta per proporcionar-li aliment. L'oxigen que les plantes alliberen durant la fotosíntesi és essencial per a la vida de tots els éssers vius del planeta. Aquest oxigen és el que nosaltres necessitem per respirar.

## Argumentació pedagògica
1. He mantingut la definició de termes tècnics com **fotosíntesi**, **saba bruta**, **saba elaborada**, **clorofil·la** i **energia química** per garantir la comprensió del procés.
2. He estructurat el text en paràgrafs curts i amb frases clares per facilitar la lectura i la comprensió.
3. He utilitzat connectors explícits per millorar la coherència del text, com ""primer"", ""un cop"" i ""finalment"".
4. He mantingut la complexitat del contingut, sense simplificar, per respectar el perfil d'altes capacitats.
5. He assegurat que cada idea es presenti de manera clara i directa, facilitant així la comprensió del procés de la fotosíntesi.

## Notes d'auditoria
| Aspecte               |"
BAT_INST__P1;mistral;Nouvingut àrab pre-A1 DUA Accés;pre-A1;Acces;1058;"## Text adaptat

El **treball de recerca** és una feina important per a tots els estudiants de batxillerat a Catalunya.
Aquesta feina val molt en els estudis.
Els estudiants hi dediquen unes 70 hores.

El treball de recerca té cinc parts principals.

---

### Part 1: Preparar el treball
Abans de començar, cal decidir:
- Si el treball és igual per a tots o cada alumne tria el seu tema.
- Si el treball és d’una sola assignatura o de moltes.
- Quins materials es faran servir per investigar.

Després, cal escriure una **hipòtesi**.
La hipòtesi és una resposta provisional al problema que es vol estudiar.
L’alumne ha de pensar:
- Sobre quin tema vull escriure?
- Quina informació necessito buscar?
- Quantes parts tindrà el treball?

---

### Part 2: Buscar informació
Per buscar informació, es poden fer servir molts recursos.
Si el treball és de llibres, es pot anar a:
- Biblioteques.
- Revistes especialitzades.
- Diari.
- Llibres de text.
- Pàgines web.

Si el treball necessita dades de persones, es pot fer:
- Enquestes.
- Entrevistes.
- Visites a llocs importants.

La informació pot ser:
- **Quantitativa** (amb xifres).
- **Qualitativa** (amb paraules i opinions).

És molt important apuntar d’on s’agafa cada informació.

---
### Part 3: Ordenar i escriure
Després de recollir la informació, cal fer:
- Un índex amb les parts del treball.
- Classificar la informació.

És molt important escriure amb les pròpies paraules.
No es pot copiar el que diuen altres persones.
Si es posa una frase d’una altra persona, cal posar-la entre cometes i dir d’on ve.

---
### Part 4: Fer la forma del treball
El treball ha de tenir aquestes parts:
1. Índex: llista de les parts i la pàgina on estan.
2. Introducció: explica què es vol estudiar.
3. Cos principal: parts ordenades amb informació.
4. Conclusions: resum del que s’ha après.
5. Opinió personal: què pensa l’alumne sobre el tema.
6. Bibliografia: llista de tots els llibres i webs utilitzats, ordenats per ordre alfabètic.

---
### Part 5: "
